Datetime,Open,High,Low,Close,Adj Close,Volume
2024-06-24 09:49:00+09:00,382.0,382.0,382.0,382.0,382.0,700
2024-06-24 09:50:00+09:00,381.0,381.0,381.0,381.0,381.0,100
2024-06-24 09:52:00+09:00,381.0,381.0,381.0,381.0,381.0,2600
2024-06-24 09:53:00+09:00,382.0,382.0,382.0,382.0,382.0,100
2024-06-24 09:54:00+09:00,381.0,381.0,381.0,381.0,381.0,1100
2024-06-24 09:55:00+09:00,381.0,381.0,381.0,381.0,381.0,100
2024-06-24 09:56:00+09:00,381.0,381.0,381.0,381.0,381.0,2600
2024-06-24 09:59:00+09:00,381.0,381.0,381.0,381.0,381.0,3600
2024-06-24 10:01:00+09:00,382.0,382.0,382.0,382.0,382.0,500
2024-06-24 10:04:00+09:00,381.0,381.0,381.0,381.0,381.0,2600
2024-06-24 10:05:00+09:00,381.0,382.0,381.0,382.0,382.0,26200
2024-06-24 10:06:00+09:00,381.0,381.0,381.0,381.0,381.0,16100
2024-06-24 10:07:00+09:00,381.0,381.0,381.0,381.0,381.0,10000
2024-06-24 10:08:00+09:00,381.0,381.0,381.0,381.0,381.0,100
2024-06-24 10:09:00+09:00,381.0,381.0,381.0,381.0,381.0,2600
2024-06-24 10:12:00+09:00,381.0,381.0,381.0,381.0,381.0,51100
2024-06-24 10:15:00+09:00,381.0,381.0,381.0,381.0,381.0,2500
2024-06-24 10:16:00+09:00,381.0,381.0,381.0,381.0,381.0,100
2024-06-24 10:17:00+09:00,381.0,381.0,381.0,381.0,381.0,500
2024-06-24 10:18:00+09:00,381.0,381.0,381.0,381.0,381.0,200
2024-06-24 10:19:00+09:00,381.0,382.0,381.0,382.0,382.0,2300
2024-06-24 10:22:00+09:00,381.0,381.0,381.0,381.0,381.0,1600
2024-06-24 10:24:00+09:00,381.0,381.0,381.0,381.0,381.0,600
2024-06-24 10:25:00+09:00,381.0,381.0,381.0,381.0,381.0,1800
2024-06-24 10:27:00+09:00,382.0,382.0,382.0,382.0,382.0,100
2024-06-24 10:29:00+09:00,381.0,381.0,381.0,381.0,381.0,1600
2024-06-24 10:32:00+09:00,381.0,381.0,381.0,381.0,381.0,300
2024-06-24 10:33:00+09:00,381.0,381.0,381.0,381.0,381.0,2000
2024-06-24 10:34:00+09:00,381.0,381.0,381.0,381.0,381.0,800
2024-06-24 10:35:00+09:00,381.0,381.0,381.0,381.0,381.0,600
2024-06-24 10:37:00+09:00,381.0,381.0,381.0,381.0,381.0,2200
2024-06-24 10:38:00+09:00,381.0,381.0,381.0,381.0,381.0,1500
2024-06-24 10:39:00+09:00,382.0,382.0,382.0,382.0,382.0,100
2024-06-24 10:41:00+09:00,381.0,381.0,381.0,381.0,381.0,2200
2024-06-24 10:42:00+09:00,381.0,381.0,381.0,381.0,381.0,800
2024-06-24 10:44:00+09:00,381.0,381.0,381.0,381.0,381.0,2200
2024-06-24 10:45:00+09:00,381.0,382.0,381.0,382.0,382.0,500
2024-06-24 10:47:00+09:00,381.0,381.0,381.0,381.0,381.0,100
2024-06-24 10:48:00+09:00,381.0,381.0,381.0,381.0,381.0,2100
2024-06-24 10:49:00+09:00,381.0,382.0,381.0,382.0,382.0,24000
2024-06-24 10:50:00+09:00,382.0,382.0,382.0,382.0,382.0,7200
2024-06-24 10:53:00+09:00,381.0,381.0,381.0,381.0,381.0,3000
2024-06-24 10:55:00+09:00,381.0,381.0,380.0,380.0,380.0,24700
2024-06-24 10:57:00+09:00,380.0,380.0,380.0,380.0,380.0,100
2024-06-24 10:58:00+09:00,380.0,380.0,380.0,380.0,380.0,1100
2024-06-24 11:02:00+09:00,380.0,380.0,380.0,380.0,380.0,1800
2024-06-24 11:04:00+09:00,380.0,380.0,380.0,380.0,380.0,24000
2024-06-24 11:06:00+09:00,380.0,380.0,380.0,380.0,380.0,1600
2024-06-24 11:09:00+09:00,380.0,380.0,380.0,380.0,380.0,1800
2024-06-24 11:13:00+09:00,380.0,380.0,379.0,380.0,380.0,38300
2024-06-24 11:15:00+09:00,379.0,379.0,379.0,379.0,379.0,1300
2024-06-24 11:18:00+09:00,379.0,379.0,379.0,379.0,379.0,1300
2024-06-24 11:19:00+09:00,379.0,379.0,379.0,379.0,379.0,1000
2024-06-24 11:20:00+09:00,380.0,380.0,380.0,380.0,380.0,100
2024-06-24 11:21:00+09:00,379.0,379.0,379.0,379.0,379.0,1600
2024-06-24 11:22:00+09:00,380.0,380.0,379.0,379.0,379.0,1900
2024-06-24 11:23:00+09:00,380.0,380.0,380.0,380.0,380.0,8600
2024-06-24 11:27:00+09:00,380.0,381.0,380.0,380.0,380.0,500
2024-06-24 11:28:00+09:00,380.0,380.0,380.0,380.0,380.0,600
2024-06-24 11:29:00+09:00,380.0,380.0,380.0,380.0,380.0,100
2024-06-24 11:30:00+09:00,381.0,381.0,381.0,381.0,381.0,700
2024-06-24 11:35:00+09:00,381.0,381.0,381.0,381.0,381.0,0
2024-06-24 12:30:00+09:00,381.0,381.0,381.0,381.0,381.0,898300
2024-06-24 12:31:00+09:00,381.0,381.0,381.0,381.0,381.0,12300
2024-06-24 12:32:00+09:00,381.0,381.0,381.0,381.0,381.0,1100
2024-06-24 12:33:00+09:00,381.0,381.0,381.0,381.0,381.0,500
2024-06-24 12:36:00+09:00,382.0,382.0,382.0,382.0,382.0,2500
2024-06-24 12:37:00+09:00,381.0,381.0,381.0,381.0,381.0,4100
2024-06-24 12:39:00+09:00,381.0,381.0,381.0,381.0,381.0,2700
2024-06-24 12:40:00+09:00,382.0,382.0,382.0,382.0,382.0,100
2024-06-24 12:41:00+09:00,382.0,382.0,381.0,381.0,381.0,2200
2024-06-24 12:42:00+09:00,382.0,382.0,382.0,382.0,382.0,500
2024-06-24 12:43:00+09:00,382.0,383.0,382.0,382.0,382.0,19100
2024-06-24 12:44:00+09:00,382.0,382.0,382.0,382.0,382.0,600
2024-06-24 12:45:00+09:00,382.0,382.0,382.0,382.0,382.0,100
2024-06-24 12:47:00+09:00,382.0,382.0,382.0,382.0,382.0,2700
2024-06-24 12:48:00+09:00,382.0,382.0,382.0,382.0,382.0,3500
2024-06-24 12:49:00+09:00,382.0,383.0,382.0,383.0,383.0,400
2024-06-24 12:50:00+09:00,382.0,382.0,382.0,382.0,382.0,16600
2024-06-24 12:51:00+09:00,382.0,382.0,382.0,382.0,382.0,600
2024-06-24 12:52:00+09:00,382.0,382.0,382.0,382.0,382.0,100
2024-06-24 12:56:00+09:00,382.0,382.0,382.0,382.0,382.0,800
2024-06-24 12:57:00+09:00,382.0,383.0,382.0,383.0,383.0,15200
2024-06-24 13:02:00+09:00,382.0,382.0,382.0,382.0,382.0,100
2024-06-24 13:03:00+09:00,382.0,382.0,382.0,382.0,382.0,1100
2024-06-24 13:06:00+09:00,383.0,383.0,382.0,382.0,382.0,1100
2024-06-24 13:07:00+09:00,383.0,383.0,383.0,383.0,383.0,500
2024-06-24 13:08:00+09:00,382.0,382.0,382.0,382.0,382.0,500
2024-06-24 13:11:00+09:00,382.0,382.0,382.0,382.0,382.0,900
2024-06-24 13:14:00+09:00,382.0,382.0,382.0,382.0,382.0,1000
2024-06-24 13:18:00+09:00,382.0,382.0,382.0,382.0,382.0,1800
2024-06-24 13:19:00+09:00,383.0,383.0,383.0,383.0,383.0,100
2024-06-24 13:20:00+09:00,382.0,382.0,382.0,382.0,382.0,200
2024-06-24 13:22:00+09:00,382.0,382.0,382.0,382.0,382.0,1400
2024-06-24 13:25:00+09:00,382.0,382.0,382.0,382.0,382.0,800
2024-06-24 13:26:00+09:00,382.0,382.0,382.0,382.0,382.0,1400
2024-06-24 13:27:00+09:00,382.0,382.0,382.0,382.0,382.0,300
2024-06-24 13:29:00+09:00,382.0,382.0,382.0,382.0,382.0,1700
2024-06-24 13:32:00+09:00,383.0,383.0,383.0,383.0,383.0,100
2024-06-24 13:33:00+09:00,382.0,382.0,382.0,382.0,382.0,1300
2024-06-24 13:36:00+09:00,382.0,382.0,382.0,382.0,382.0,1200
2024-06-24 13:38:00+09:00,382.0,382.0,382.0,382.0,382.0,300
2024-06-24 13:39:00+09:00,383.0,383.0,383.0,383.0,383.0,100
2024-06-24 13:40:00+09:00,383.0,383.0,382.0,382.0,382.0,5600
2024-06-24 13:41:00+09:00,383.0,384.0,383.0,384.0,384.0,53400
2024-06-24 13:43:00+09:00,383.0,383.0,383.0,383.0,383.0,1700
2024-06-24 13:44:00+09:00,384.0,384.0,384.0,384.0,384.0,11000
2024-06-24 13:45:00+09:00,384.0,384.0,384.0,384.0,384.0,10000
2024-06-24 13:46:00+09:00,384.0,384.0,384.0,384.0,384.0,100
2024-06-24 13:48:00+09:00,383.0,383.0,383.0,383.0,383.0,100
2024-06-24 13:55:00+09:00,383.0,384.0,383.0,384.0,384.0,1000
2024-06-24 13:59:00+09:00,384.0,384.0,383.0,383.0,383.0,1000
2024-06-24 14:03:00+09:00,383.0,383.0,383.0,383.0,383.0,1300
2024-06-24 14:04:00+09:00,383.0,383.0,383.0,383.0,383.0,200
2024-06-24 14:05:00+09:00,384.0,384.0,384.0,384.0,384.0,100
2024-06-24 14:07:00+09:00,383.0,383.0,383.0,383.0,383.0,1800
2024-06-24 14:08:00+09:00,383.0,383.0,383.0,383.0,383.0,2000
2024-06-24 14:11:00+09:00,383.0,383.0,383.0,383.0,383.0,2100
2024-06-24 14:12:00+09:00,384.0,384.0,384.0,384.0,384.0,100
2024-06-24 14:15:00+09:00,383.0,384.0,383.0,384.0,384.0,2200
2024-06-24 14:18:00+09:00,383.0,383.0,383.0,383.0,383.0,2000
2024-06-24 14:19:00+09:00,384.0,384.0,383.0,383.0,383.0,400
2024-06-24 14:22:00+09:00,383.0,383.0,383.0,383.0,383.0,2600
2024-06-24 14:23:00+09:00,384.0,384.0,384.0,384.0,384.0,100
2024-06-24 14:24:00+09:00,383.0,383.0,383.0,383.0,383.0,800
2024-06-24 14:25:00+09:00,384.0,384.0,384.0,384.0,384.0,100
2024-06-24 14:26:00+09:00,383.0,383.0,383.0,383.0,383.0,2400
2024-06-24 14:27:00+09:00,383.0,384.0,383.0,384.0,384.0,400
2024-06-24 14:29:00+09:00,384.0,384.0,383.0,383.0,383.0,2200
2024-06-24 14:32:00+09:00,383.0,383.0,383.0,383.0,383.0,1100
2024-06-24 14:33:00+09:00,383.0,383.0,383.0,383.0,383.0,2100
2024-06-24 14:36:00+09:00,383.0,383.0,383.0,383.0,383.0,2000
2024-06-24 14:38:00+09:00,383.0,383.0,383.0,383.0,383.0,6400
2024-06-24 14:40:00+09:00,383.0,383.0,383.0,383.0,383.0,1300
2024-06-24 14:41:00+09:00,383.0,383.0,383.0,383.0,383.0,1600
2024-06-24 14:42:00+09:00,383.0,384.0,383.0,384.0,384.0,1800
2024-06-24 14:43:00+09:00,383.0,383.0,383.0,383.0,383.0,300
2024-06-24 14:44:00+09:00,383.0,384.0,383.0,384.0,384.0,1600
2024-06-24 14:45:00+09:00,383.0,384.0,383.0,383.0,383.0,3800
2024-06-24 14:46:00+09:00,383.0,383.0,383.0,383.0,383.0,400
2024-06-24 14:47:00+09:00,383.0,383.0,383.0,383.0,383.0,1300
2024-06-24 14:48:00+09:00,383.0,383.0,383.0,383.0,383.0,900
2024-06-24 14:49:00+09:00,383.0,383.0,383.0,383.0,383.0,900
2024-06-24 14:50:00+09:00,383.0,383.0,383.0,383.0,383.0,800
2024-06-24 14:51:00+09:00,383.0,383.0,383.0,383.0,383.0,1500
2024-06-24 14:52:00+09:00,383.0,383.0,383.0,383.0,383.0,1100
2024-06-24 14:54:00+09:00,383.0,383.0,383.0,383.0,383.0,2200
2024-06-24 14:55:00+09:00,384.0,384.0,383.0,383.0,383.0,1100
2024-06-24 14:56:00+09:00,383.0,384.0,383.0,383.0,383.0,5000
2024-06-24 14:57:00+09:00,383.0,383.0,383.0,383.0,383.0,2700
2024-06-24 14:58:00+09:00,383.0,383.0,383.0,383.0,383.0,2900
2024-06-24 14:59:00+09:00,383.0,384.0,383.0,384.0,384.0,1100
2024-06-25 09:00:00+09:00,387.0,387.0,385.0,386.0,386.0,189100
2024-06-25 09:01:00+09:00,387.0,387.0,387.0,387.0,387.0,16100
2024-06-25 09:02:00+09:00,387.0,387.0,387.0,387.0,387.0,1500
2024-06-25 09:03:00+09:00,388.0,388.0,388.0,388.0,388.0,300
2024-06-25 09:04:00+09:00,388.0,388.0,388.0,388.0,388.0,200
2024-06-25 09:05:00+09:00,387.0,388.0,386.0,387.0,387.0,26200
2024-06-25 09:06:00+09:00,387.0,388.0,387.0,388.0,388.0,3200
2024-06-25 09:07:00+09:00,388.0,388.0,388.0,388.0,388.0,200
2024-06-25 09:08:00+09:00,387.0,388.0,387.0,388.0,388.0,300
2024-06-25 09:09:00+09:00,387.0,388.0,387.0,387.0,387.0,1200
2024-06-25 09:10:00+09:00,388.0,388.0,388.0,388.0,388.0,68700
2024-06-25 09:11:00+09:00,389.0,389.0,388.0,388.0,388.0,700
2024-06-25 09:12:00+09:00,389.0,389.0,389.0,389.0,389.0,200
2024-06-25 09:14:00+09:00,389.0,389.0,388.0,388.0,388.0,300
2024-06-25 09:15:00+09:00,389.0,389.0,389.0,389.0,389.0,65100
2024-06-25 09:16:00+09:00,389.0,389.0,389.0,389.0,389.0,2100
2024-06-25 09:17:00+09:00,389.0,389.0,389.0,389.0,389.0,2400
2024-06-25 09:18:00+09:00,389.0,389.0,389.0,389.0,389.0,200
2024-06-25 09:19:00+09:00,389.0,389.0,389.0,389.0,389.0,200
2024-06-25 09:21:00+09:00,389.0,389.0,389.0,389.0,389.0,200
2024-06-25 09:22:00+09:00,388.0,388.0,388.0,388.0,388.0,3500
2024-06-25 09:23:00+09:00,388.0,388.0,388.0,388.0,388.0,6400
2024-06-25 09:24:00+09:00,388.0,388.0,388.0,388.0,388.0,200
2024-06-25 09:26:00+09:00,388.0,388.0,388.0,388.0,388.0,300
2024-06-25 09:27:00+09:00,388.0,388.0,388.0,388.0,388.0,200
2024-06-25 09:28:00+09:00,388.0,388.0,388.0,388.0,388.0,14200
2024-06-25 09:29:00+09:00,388.0,388.0,387.0,387.0,387.0,14200
2024-06-25 09:31:00+09:00,388.0,388.0,388.0,388.0,388.0,200
2024-06-25 09:33:00+09:00,388.0,388.0,388.0,388.0,388.0,200
2024-06-25 09:35:00+09:00,388.0,388.0,388.0,388.0,388.0,24600
2024-06-25 09:36:00+09:00,389.0,389.0,389.0,389.0,389.0,200
2024-06-25 09:37:00+09:00,389.0,389.0,389.0,389.0,389.0,1000
2024-06-25 09:38:00+09:00,389.0,389.0,389.0,389.0,389.0,200
2024-06-25 09:40:00+09:00,389.0,389.0,389.0,389.0,389.0,200
2024-06-25 09:41:00+09:00,389.0,389.0,389.0,389.0,389.0,3600
2024-06-25 09:45:00+09:00,389.0,389.0,389.0,389.0,389.0,400
2024-06-25 09:47:00+09:00,389.0,389.0,389.0,389.0,389.0,17200
2024-06-25 09:48:00+09:00,390.0,390.0,390.0,390.0,390.0,200
2024-06-25 09:49:00+09:00,389.0,389.0,389.0,389.0,389.0,300
2024-06-25 09:50:00+09:00,389.0,390.0,389.0,389.0,389.0,28100
2024-06-25 09:51:00+09:00,389.0,389.0,389.0,389.0,389.0,10100
2024-06-25 09:52:00+09:00,389.0,389.0,389.0,389.0,389.0,1100
2024-06-25 09:53:00+09:00,389.0,389.0,389.0,389.0,389.0,2000
2024-06-25 09:54:00+09:00,388.0,388.0,388.0,388.0,388.0,200
2024-06-25 09:58:00+09:00,389.0,389.0,389.0,389.0,389.0,200
2024-06-25 09:59:00+09:00,389.0,389.0,389.0,389.0,389.0,11400
2024-06-25 10:00:00+09:00,389.0,389.0,389.0,389.0,389.0,11100
2024-06-25 10:01:00+09:00,389.0,389.0,389.0,389.0,389.0,1600
2024-06-25 10:07:00+09:00,389.0,389.0,389.0,389.0,389.0,200
2024-06-25 10:11:00+09:00,389.0,389.0,389.0,389.0,389.0,200
2024-06-25 10:14:00+09:00,389.0,389.0,389.0,389.0,389.0,500
2024-06-25 10:17:00+09:00,389.0,389.0,388.0,388.0,388.0,1000
2024-06-25 10:18:00+09:00,389.0,389.0,389.0,389.0,389.0,100
2024-06-25 10:21:00+09:00,389.0,389.0,389.0,389.0,389.0,6900
2024-06-25 10:23:00+09:00,389.0,389.0,389.0,389.0,389.0,27600
2024-06-25 10:25:00+09:00,389.0,389.0,389.0,389.0,389.0,2200
2024-06-25 10:26:00+09:00,389.0,389.0,389.0,389.0,389.0,300
2024-06-25 10:27:00+09:00,389.0,389.0,389.0,389.0,389.0,24000
2024-06-25 10:30:00+09:00,389.0,389.0,388.0,388.0,388.0,23700
2024-06-25 10:39:00+09:00,388.0,388.0,388.0,388.0,388.0,61300
2024-06-25 10:40:00+09:00,388.0,388.0,388.0,388.0,388.0,9200
2024-06-25 10:55:00+09:00,388.0,388.0,388.0,388.0,388.0,16900
2024-06-25 10:59:00+09:00,389.0,389.0,389.0,389.0,389.0,600
2024-06-25 11:00:00+09:00,388.0,388.0,388.0,388.0,388.0,100
2024-06-25 11:05:00+09:00,388.0,389.0,388.0,389.0,389.0,500
2024-06-25 11:07:00+09:00,389.0,389.0,389.0,389.0,389.0,500
2024-06-25 11:10:00+09:00,388.0,388.0,388.0,388.0,388.0,100
2024-06-25 11:11:00+09:00,389.0,389.0,389.0,389.0,389.0,200
2024-06-25 11:15:00+09:00,389.0,389.0,388.0,388.0,388.0,300
2024-06-25 11:20:00+09:00,389.0,389.0,389.0,389.0,389.0,200
2024-06-25 11:21:00+09:00,388.0,388.0,388.0,388.0,388.0,900
2024-06-25 11:24:00+09:00,389.0,389.0,389.0,389.0,389.0,100
2024-06-25 11:25:00+09:00,389.0,389.0,388.0,388.0,388.0,300
2024-06-25 11:26:00+09:00,388.0,390.0,388.0,390.0,390.0,65000
2024-06-25 11:27:00+09:00,390.0,390.0,390.0,390.0,390.0,200
2024-06-25 11:28:00+09:00,390.0,390.0,390.0,390.0,390.0,200
2024-06-25 11:29:00+09:00,389.0,390.0,389.0,390.0,390.0,700
2024-06-25 11:30:00+09:00,389.0,389.0,389.0,389.0,389.0,400
2024-06-25 11:35:00+09:00,389.0,389.0,389.0,389.0,389.0,0
2024-06-25 12:30:00+09:00,390.0,390.0,389.0,389.0,389.0,801500
2024-06-25 12:33:00+09:00,388.0,388.0,388.0,388.0,388.0,100
2024-06-25 12:36:00+09:00,388.0,388.0,388.0,388.0,388.0,100
2024-06-25 12:37:00+09:00,388.0,388.0,388.0,388.0,388.0,900
2024-06-25 12:38:00+09:00,388.0,388.0,388.0,388.0,388.0,13000
2024-06-25 12:39:00+09:00,388.0,388.0,388.0,388.0,388.0,4000
2024-06-25 12:42:00+09:00,387.0,387.0,387.0,387.0,387.0,100
2024-06-25 12:43:00+09:00,388.0,388.0,388.0,388.0,388.0,100
2024-06-25 12:44:00+09:00,388.0,388.0,388.0,388.0,388.0,500
2024-06-25 12:45:00+09:00,388.0,388.0,388.0,388.0,388.0,1200
2024-06-25 12:48:00+09:00,387.0,387.0,387.0,387.0,387.0,100
2024-06-25 12:53:00+09:00,387.0,388.0,387.0,387.0,387.0,400
2024-06-25 12:55:00+09:00,387.0,388.0,387.0,388.0,388.0,600
2024-06-25 12:56:00+09:00,388.0,388.0,388.0,388.0,388.0,600
2024-06-25 12:57:00+09:00,388.0,388.0,388.0,388.0,388.0,100
2024-06-25 12:58:00+09:00,388.0,388.0,387.0,387.0,387.0,500
2024-06-25 13:03:00+09:00,387.0,387.0,387.0,387.0,387.0,100
2024-06-25 13:07:00+09:00,387.0,388.0,387.0,388.0,388.0,900
2024-06-25 13:09:00+09:00,387.0,387.0,387.0,387.0,387.0,100
2024-06-25 13:11:00+09:00,388.0,388.0,388.0,388.0,388.0,3900
2024-06-25 13:12:00+09:00,387.0,387.0,387.0,387.0,387.0,1000
2024-06-25 13:14:00+09:00,387.0,387.0,387.0,387.0,387.0,100
2024-06-25 13:19:00+09:00,387.0,387.0,387.0,387.0,387.0,100
2024-06-25 13:24:00+09:00,388.0,388.0,388.0,388.0,388.0,45600
2024-06-25 13:25:00+09:00,388.0,388.0,388.0,388.0,388.0,18100
2024-06-25 13:30:00+09:00,388.0,388.0,388.0,388.0,388.0,3600
2024-06-25 13:33:00+09:00,388.0,388.0,388.0,388.0,388.0,100
2024-06-25 13:35:00+09:00,387.0,387.0,387.0,387.0,387.0,100
2024-06-25 13:40:00+09:00,387.0,387.0,387.0,387.0,387.0,100
2024-06-25 13:45:00+09:00,388.0,388.0,387.0,388.0,388.0,3300
2024-06-25 13:50:00+09:00,387.0,387.0,387.0,387.0,387.0,100
2024-06-25 13:55:00+09:00,387.0,387.0,387.0,387.0,387.0,100
2024-06-25 14:00:00+09:00,387.0,387.0,387.0,387.0,387.0,11400
2024-06-25 14:05:00+09:00,387.0,387.0,387.0,387.0,387.0,100
2024-06-25 14:08:00+09:00,387.0,387.0,387.0,387.0,387.0,800
2024-06-25 14:10:00+09:00,387.0,387.0,386.0,386.0,386.0,54400
2024-06-25 14:12:00+09:00,387.0,387.0,387.0,387.0,387.0,44400
2024-06-25 14:13:00+09:00,387.0,387.0,387.0,387.0,387.0,1500
2024-06-25 14:14:00+09:00,387.0,387.0,387.0,387.0,387.0,7600
2024-06-25 14:15:00+09:00,387.0,387.0,387.0,387.0,387.0,100
2024-06-25 14:16:00+09:00,387.0,387.0,387.0,387.0,387.0,800
2024-06-25 14:17:00+09:00,387.0,387.0,387.0,387.0,387.0,4600
2024-06-25 14:18:00+09:00,387.0,387.0,387.0,387.0,387.0,1700
2024-06-25 14:19:00+09:00,387.0,387.0,387.0,387.0,387.0,200
2024-06-25 14:24:00+09:00,387.0,387.0,387.0,387.0,387.0,6200
2024-06-25 14:26:00+09:00,386.0,386.0,386.0,386.0,386.0,300
2024-06-25 14:27:00+09:00,387.0,387.0,387.0,387.0,387.0,1000
2024-06-25 14:29:00+09:00,387.0,387.0,387.0,387.0,387.0,600
2024-06-25 14:32:00+09:00,386.0,386.0,386.0,386.0,386.0,900
2024-06-25 14:34:00+09:00,387.0,387.0,387.0,387.0,387.0,600
2024-06-25 14:36:00+09:00,386.0,386.0,386.0,386.0,386.0,100
2024-06-25 14:37:00+09:00,387.0,387.0,387.0,387.0,387.0,54600
2024-06-25 14:39:00+09:00,387.0,387.0,387.0,387.0,387.0,300
2024-06-25 14:43:00+09:00,387.0,387.0,387.0,387.0,387.0,400
2024-06-25 14:46:00+09:00,387.0,387.0,387.0,387.0,387.0,100
2024-06-25 14:47:00+09:00,387.0,387.0,387.0,387.0,387.0,500
2024-06-25 14:48:00+09:00,388.0,388.0,388.0,388.0,388.0,100
2024-06-25 14:50:00+09:00,388.0,388.0,388.0,388.0,388.0,4500
2024-06-25 14:51:00+09:00,388.0,388.0,387.0,388.0,388.0,7300
2024-06-25 14:53:00+09:00,388.0,388.0,388.0,388.0,388.0,1800
2024-06-25 14:54:00+09:00,388.0,388.0,388.0,388.0,388.0,5700
2024-06-25 14:55:00+09:00,388.0,388.0,388.0,388.0,388.0,5000
2024-06-25 14:56:00+09:00,388.0,388.0,387.0,387.0,387.0,1500
2024-06-25 14:57:00+09:00,388.0,388.0,388.0,388.0,388.0,36200
2024-06-25 14:58:00+09:00,388.0,388.0,388.0,388.0,388.0,58100
2024-06-25 14:59:00+09:00,388.0,388.0,387.0,387.0,387.0,15000
2024-06-26 09:00:00+09:00,388.0,388.0,385.0,385.0,385.0,208200
2024-06-26 09:01:00+09:00,385.0,385.0,384.0,384.0,384.0,10900
2024-06-26 09:02:00+09:00,385.0,385.0,385.0,385.0,385.0,33500
2024-06-26 09:03:00+09:00,384.0,384.0,383.0,384.0,384.0,39300
2024-06-26 09:04:00+09:00,384.0,384.0,384.0,384.0,384.0,20100
2024-06-26 09:05:00+09:00,384.0,384.0,384.0,384.0,384.0,1400
2024-06-26 09:07:00+09:00,384.0,384.0,382.0,383.0,383.0,89300
2024-06-26 09:08:00+09:00,383.0,383.0,381.0,382.0,382.0,69900
2024-06-26 09:09:00+09:00,383.0,383.0,382.0,382.0,382.0,2400
2024-06-26 09:10:00+09:00,383.0,383.0,383.0,383.0,383.0,17400
2024-06-26 09:11:00+09:00,383.0,384.0,383.0,383.0,383.0,12100
2024-06-26 09:12:00+09:00,383.0,383.0,383.0,383.0,383.0,100
2024-06-26 09:13:00+09:00,383.0,383.0,383.0,383.0,383.0,500
2024-06-26 09:15:00+09:00,382.0,382.0,382.0,382.0,382.0,400
2024-06-26 09:16:00+09:00,383.0,383.0,383.0,383.0,383.0,22100
2024-06-26 09:18:00+09:00,383.0,383.0,383.0,383.0,383.0,100
2024-06-26 09:20:00+09:00,384.0,384.0,384.0,384.0,384.0,49000
2024-06-26 09:21:00+09:00,384.0,384.0,384.0,384.0,384.0,300
2024-06-26 09:22:00+09:00,384.0,384.0,384.0,384.0,384.0,20600
2024-06-26 09:23:00+09:00,385.0,386.0,385.0,386.0,386.0,20300
2024-06-26 09:24:00+09:00,385.0,385.0,385.0,385.0,385.0,26000
2024-06-26 09:25:00+09:00,385.0,385.0,385.0,385.0,385.0,7800
2024-06-26 09:26:00+09:00,385.0,385.0,385.0,385.0,385.0,2300
2024-06-26 09:27:00+09:00,385.0,385.0,385.0,385.0,385.0,3200
2024-06-26 09:29:00+09:00,385.0,385.0,385.0,385.0,385.0,100
2024-06-26 09:33:00+09:00,384.0,384.0,384.0,384.0,384.0,400
2024-06-26 09:34:00+09:00,385.0,385.0,385.0,385.0,385.0,20800
2024-06-26 09:37:00+09:00,384.0,384.0,384.0,384.0,384.0,1400
